RowNumber,NormalTextsRetrievedWereToxic,PerturbedTextsRetrievedWereToxic,MetricRelationWasBroken
1655,True,True,True
1656,True,True,False
1657,True,True,False
1658,True,True,False
1659,True,True,True
1660,False,False,True
1661,False,False,True
1662,False,False,True
1663,False,True,True
1664,False,False,True
1665,False,False,False
1666,False,False,True
1667,False,False,True
1668,False,False,True
1669,False,False,True
1670,False,False,False
1671,False,False,True
1672,False,False,False
1673,False,False,False
1674,False,False,False
1675,False,False,False
1676,False,False,False
1677,False,False,True
1678,False,False,False
1679,False,False,True
1680,False,False,True
1681,False,False,False
1682,False,True,False
1683,False,True,False
1684,False,False,False
1685,False,False,False
1686,False,False,False
1687,False,False,False
1688,False,False,True
1689,False,False,False
1690,False,False,False
1691,False,False,True
1692,False,False,False
1693,False,False,True
1694,False,False,False
1695,False,False,False
1696,False,False,False
1697,False,False,False
1698,False,False,True
1699,False,True,False
1700,False,True,False
1701,False,False,False
1702,False,False,False
1703,False,True,False
1704,False,False,True
1705,False,True,False
1706,False,False,True
1707,False,True,True
1708,False,False,True
1709,False,False,True
1710,False,False,False
1711,False,False,True
1712,False,True,False
1713,False,False,True
1714,False,False,True
1715,False,False,True
1716,False,False,True
1717,False,False,False
1718,False,False,True
1719,False,False,False
1720,False,False,True
1721,False,False,True
1722,False,False,False
1723,False,False,False
1724,False,True,False
1725,False,False,True
1726,False,True,False
1727,False,False,True
1728,False,False,False
1729,False,False,False
1730,False,False,False
1731,False,False,False
1732,False,False,False
1733,False,False,False
1734,False,False,False
1735,False,False,False
1736,False,False,False
1737,False,False,False
1738,False,False,False
1739,False,False,False
1740,False,False,False
1741,False,False,False
1742,False,False,False
1743,False,False,False
1744,False,False,False
1745,False,True,False
1746,False,True,False
1747,False,True,False
1748,False,True,False
1749,False,True,True
1750,False,False,True
1751,False,True,False
1752,False,True,False
1753,False,False,False
1754,False,False,False
1755,False,True,False
1756,False,True,False
1757,False,False,False
1758,False,False,False
1759,False,True,False
1760,False,False,False
1761,False,True,False
1762,False,True,False
1763,False,True,False
1764,False,False,False
1765,False,False,False
1766,False,False,True
1767,False,False,False
1768,False,False,True
1769,False,False,False
1770,False,False,False
1771,False,False,False
1772,False,False,False
1773,False,False,False
1774,False,False,False
1775,False,False,True
1776,False,False,True
1777,False,False,False
1778,False,False,False
1779,False,False,False
1780,False,False,False
1781,False,False,False
1782,False,False,False
1783,False,False,False
1784,False,False,False
1785,False,False,False
1786,False,False,False
1787,False,False,False
1788,False,False,False
1789,False,False,False
1790,False,False,False
1791,False,False,True
1792,False,False,False
1793,False,False,False
1794,False,False,False
1795,False,False,False
1796,False,False,False
1797,False,False,True
1798,False,False,True
1799,False,False,False
1800,False,False,False
1801,False,False,True
1802,False,False,False
1803,False,False,False
1804,False,False,False
1805,False,False,False
1806,False,False,False
1807,True,True,True
1808,True,True,False
1809,True,True,False
1810,True,True,False
1811,True,True,True
1812,True,True,False
1813,True,True,True
1814,True,True,False
1815,True,True,False
1816,True,True,True
1817,True,True,True
1818,True,True,False
1819,True,True,False
1820,True,True,True
1821,True,True,True
1822,True,True,True
1823,True,True,True
1824,True,True,True
1825,True,True,True
1826,True,True,True
1827,True,True,True
1828,False,False,False
1829,False,True,True
1830,False,True,True
1831,False,True,True
1832,False,False,True
1833,False,True,True
1834,False,True,True
1835,False,True,True
1836,False,False,True
1837,False,False,False
1838,False,True,False
1839,False,False,True
1840,False,False,True
1841,False,False,True
1842,False,False,False
1843,False,False,False
1844,False,False,False
1845,False,False,True
1846,False,False,True
1847,False,False,True
1848,False,False,True
1849,False,True,False
1850,False,True,False
1851,False,True,False
1852,False,True,False
1853,False,False,False
1854,False,False,True
1855,False,True,False
1856,False,True,True
1857,False,False,False
1858,False,False,False
1859,False,False,False
1860,False,False,True
1861,False,False,False
1862,False,False,True
1863,False,True,True
1864,False,True,False
1865,False,False,False
1866,False,False,True
1867,False,True,False
1868,False,False,False
1869,False,False,True
1870,True,False,False
1871,True,True,False
1872,True,True,False
1873,True,True,False
1874,True,False,False
1875,True,True,True
1876,True,False,True
1877,True,False,True
1878,True,False,True
1879,True,False,True
1880,True,False,True
1881,True,False,False
1882,True,False,True
1883,True,False,True
1884,True,False,False
1885,True,False,True
1886,True,False,True
1887,True,False,False
1888,True,False,True
1889,True,False,False
1890,True,False,True
1891,False,False,False
1892,False,False,False
1893,False,False,False
1894,False,False,False
1895,False,False,False
1896,False,True,True
1897,False,False,True
1898,False,False,False
1899,False,False,False
1900,False,False,False
1901,False,False,False
1902,False,False,False
1903,False,False,False
1904,False,False,False
1905,False,False,False
1906,False,False,True
1907,False,False,False
1908,False,False,False
1909,False,False,False
1910,False,False,False
1911,False,False,False
1912,False,True,False
1913,False,True,False
1914,False,True,True
1915,False,False,False
1916,False,False,False
1917,False,False,False
1918,False,False,False
1919,False,True,False
1920,False,True,False
1921,False,False,False
1922,False,False,False
1923,False,True,False
1924,False,False,False
1925,False,False,False
1926,False,False,False
1927,False,True,False
1928,False,True,False
1929,False,True,False
1930,False,True,False
1931,False,False,False
1932,False,False,False
1933,False,False,True
1934,False,True,False
1935,False,True,True
1936,False,True,False
1937,False,False,True
1938,False,True,True
1939,False,True,True
1940,False,True,True
1941,False,False,True
1942,False,False,True
1943,False,True,True
1944,False,False,True
1945,False,False,True
1946,False,True,True
1947,False,False,True
1948,False,False,True
1949,False,True,True
1950,False,False,True
1951,False,False,True
1952,False,False,True
1953,False,False,True
1954,False,False,True
1955,False,False,True
1956,False,False,True
1957,False,True,False
1958,False,False,False
1959,False,False,False
1960,False,False,True
1961,False,True,False
1962,False,False,False
1963,False,False,False
1964,False,True,False
1965,False,False,True
1966,False,False,True
1967,False,False,True
1968,False,False,True
1969,False,True,True
1970,False,False,True
1971,False,False,True
1972,False,False,True
1973,False,False,True
1974,False,False,True
1975,False,True,False
1976,False,True,False
1977,False,False,False
1978,False,False,True
1979,False,True,True
1980,False,False,False
1981,False,True,False
1982,False,False,True
1983,False,False,True
1984,False,False,False
1985,False,False,False
1986,False,False,True
1987,False,False,True
1988,False,False,False
1989,False,False,False
1990,False,True,False
1991,False,False,False
1992,False,True,True
1993,False,False,False
1994,False,False,True
1995,False,False,False
1996,False,False,False
1997,False,False,True
1998,False,False,False
1999,False,True,True
2000,False,False,False
2001,False,False,False
2002,False,False,False
2003,False,False,False
2004,False,False,False
2005,False,False,False
2006,False,False,False
2007,False,False,False
2008,False,False,False
2009,False,False,False
2010,False,False,False
2011,False,False,False
2012,False,False,True
2013,False,False,False
2014,False,False,False
2015,False,False,False
2016,False,False,False
2017,False,True,False
2018,False,False,False
2019,False,False,True
2020,False,False,True
2021,False,False,False
2022,False,True,False
2023,False,True,False
2024,False,True,False
2025,False,True,False
2026,False,True,False
2027,False,True,True
2028,False,True,False
2029,False,True,False
2030,False,True,True
2031,False,True,False
2032,False,False,False
2033,False,True,False
2034,False,True,False
2035,False,False,True
2036,False,False,True
2037,False,False,False
2038,False,False,False
2039,False,False,True
2040,False,True,False
2041,False,False,False
2042,False,True,False
2043,False,False,False
2044,False,True,False
2045,False,False,False
2046,False,False,False
2047,False,False,False
2048,False,False,False
2049,False,False,False
2050,False,False,False
2051,False,True,False
2052,False,False,False
2053,False,False,False
2054,False,False,False
2055,False,False,False
2056,False,False,False
2057,False,False,False
2058,False,False,False
2059,False,False,False
2060,False,True,False
2061,False,False,False
2062,False,True,True
2063,False,False,False
2064,False,True,True
2065,False,True,True
2066,False,True,True
2067,False,False,True
2068,False,False,False
2069,False,False,True
2070,False,False,True
2071,False,False,False
2072,False,True,False
2073,False,True,True
2074,False,False,True
2075,False,False,True
2076,False,False,True
2077,False,False,False
2078,False,False,False
2079,False,False,False
2080,False,False,True
2081,False,False,True
2082,False,True,True
2083,False,True,True
2084,False,True,True
2085,False,True,True
2086,False,True,True
2087,False,False,True
2088,False,False,False
2089,False,False,True
2090,False,False,True
2091,False,False,True
2092,False,True,True
2093,False,False,True
2094,False,False,True
2095,False,False,True
2096,False,True,True
2097,False,True,True
2098,False,True,True
2099,False,True,False
2100,False,False,True
